0,1,2,3,4,5
data/images/Misc_58/001.bmp,79,72,86,79,Target
data/images/Misc_58/002.bmp,80,74,87,81,Target
data/images/Misc_58/003.bmp,81,75,88,82,Target
data/images/Misc_58/004.bmp,82,76,89,83,Target
data/images/Misc_58/005.bmp,83,77,90,84,Target
data/images/Misc_58/006.bmp,84,77,91,84,Target
data/images/Misc_58/007.bmp,86,78,93,85,Target
data/images/Misc_58/008.bmp,87,79,94,86,Target
data/images/Misc_58/009.bmp,88,80,95,87,Target
data/images/Misc_58/010.bmp,89,82,96,89,Target
data/images/Misc_58/011.bmp,91,81,98,88,Target
data/images/Misc_58/012.bmp,91,83,98,90,Target
data/images/Misc_58/013.bmp,92,83,99,90,Target
data/images/Misc_58/014.bmp,93,84,100,91,Target
data/images/Misc_58/015.bmp,94,85,101,92,Target
data/images/Misc_58/016.bmp,95,86,102,93,Target
data/images/Misc_58/017.bmp,96,88,103,95,Target
data/images/Misc_58/018.bmp,98,88,105,95,Target
data/images/Misc_58/019.bmp,98,89,105,96,Target
data/images/Misc_58/020.bmp,100,90,107,97,Target
data/images/Misc_58/021.bmp,101,91,108,98,Target
data/images/Misc_58/022.bmp,103,92,110,99,Target
data/images/Misc_58/023.bmp,103,93,110,100,Target
data/images/Misc_58/024.bmp,104,94,111,101,Target
data/images/Misc_58/025.bmp,106,93,113,100,Target
data/images/Misc_58/026.bmp,106,94,113,101,Target
data/images/Misc_58/027.bmp,108,95,115,102,Target
data/images/Misc_58/028.bmp,109,96,116,103,Target
data/images/Misc_58/029.bmp,109,97,116,104,Target
data/images/Misc_58/030.bmp,110,99,117,106,Target
data/images/Misc_58/031.bmp,112,98,119,105,Target
data/images/Misc_58/032.bmp,112,99,119,106,Target
data/images/Misc_58/033.bmp,115,101,122,108,Target
data/images/Misc_58/034.bmp,115,102,122,109,Target
data/images/Misc_58/035.bmp,117,103,124,110,Target
data/images/Misc_58/036.bmp,118,103,125,110,Target
data/images/Misc_58/037.bmp,119,104,126,111,Target
data/images/Misc_58/038.bmp,119,104,126,111,Target
data/images/Misc_58/039.bmp,120,106,127,113,Target
data/images/Misc_58/040.bmp,121,107,128,114,Target
data/images/Misc_58/041.bmp,122,107,129,114,Target
data/images/Misc_58/042.bmp,124,109,131,116,Target
data/images/Misc_58/043.bmp,124,110,131,117,Target
data/images/Misc_58/044.bmp,126,110,133,117,Target
data/images/Misc_58/045.bmp,127,110,134,117,Target
data/images/Misc_58/046.bmp,128,112,135,119,Target
data/images/Misc_58/047.bmp,129,113,136,120,Target
data/images/Misc_58/048.bmp,131,113,138,120,Target
data/images/Misc_58/049.bmp,131,115,138,122,Target
data/images/Misc_58/050.bmp,132,115,139,122,Target
