0,1,2,3,4,5
data/images/Dim_12/001.bmp,154,120,162,127,Target
data/images/Dim_12/002.bmp,154,120,162,127,Target
data/images/Dim_12/003.bmp,154,121,162,128,Target
data/images/Dim_12/004.bmp,153,121,161,128,Target
data/images/Dim_12/005.bmp,153,121,161,128,Target
data/images/Dim_12/006.bmp,153,122,161,129,Target
data/images/Dim_12/007.bmp,153,122,161,129,Target
data/images/Dim_12/008.bmp,152,123,160,130,Target
data/images/Dim_12/009.bmp,152,123,160,130,Target
data/images/Dim_12/010.bmp,152,123,160,130,Target
data/images/Dim_12/011.bmp,152,124,160,131,Target
data/images/Dim_12/012.bmp,151,124,159,131,Target
data/images/Dim_12/013.bmp,151,124,159,131,Target
data/images/Dim_12/014.bmp,151,125,159,132,Target
data/images/Dim_12/015.bmp,151,125,159,132,Target
data/images/Dim_12/016.bmp,150,125,158,132,Target
data/images/Dim_12/017.bmp,150,126,158,133,Target
data/images/Dim_12/018.bmp,150,127,158,134,Target
data/images/Dim_12/019.bmp,150,127,158,134,Target
data/images/Dim_12/020.bmp,149,128,157,135,Target
data/images/Dim_12/021.bmp,148,127,156,134,Target
data/images/Dim_12/022.bmp,149,128,157,135,Target
data/images/Dim_12/023.bmp,149,129,157,136,Target
data/images/Dim_12/024.bmp,148,129,156,136,Target
data/images/Dim_12/025.bmp,148,130,156,137,Target
data/images/Dim_12/026.bmp,148,130,156,137,Target
data/images/Dim_12/027.bmp,148,130,156,137,Target
data/images/Dim_12/028.bmp,147,131,155,138,Target
data/images/Dim_12/029.bmp,147,130,155,137,Target
data/images/Dim_12/030.bmp,147,131,155,138,Target
data/images/Dim_12/031.bmp,146,132,154,139,Target
data/images/Dim_12/032.bmp,146,131,154,138,Target
data/images/Dim_12/033.bmp,146,131,154,138,Target
data/images/Dim_12/034.bmp,146,132,154,139,Target
data/images/Dim_12/035.bmp,145,132,153,139,Target
data/images/Dim_12/036.bmp,145,134,153,141,Target
data/images/Dim_12/037.bmp,145,133,153,140,Target
data/images/Dim_12/038.bmp,145,133,153,140,Target
data/images/Dim_12/039.bmp,144,134,152,141,Target
data/images/Dim_12/040.bmp,144,134,152,141,Target
data/images/Dim_12/041.bmp,144,134,152,141,Target
data/images/Dim_12/042.bmp,144,135,152,142,Target
data/images/Dim_12/043.bmp,143,135,151,142,Target
data/images/Dim_12/044.bmp,143,136,151,143,Target
data/images/Dim_12/045.bmp,143,136,151,143,Target
data/images/Dim_12/046.bmp,142,136,150,143,Target
data/images/Dim_12/047.bmp,142,137,150,144,Target
data/images/Dim_12/048.bmp,142,138,150,145,Target
data/images/Dim_12/049.bmp,142,137,150,144,Target
data/images/Dim_12/050.bmp,141,137,149,144,Target
