0,1,2,3,4,5
data/images/Misc_38/001.bmp,30,143,43,150,Target
data/images/Misc_38/002.bmp,31,143,44,150,Target
data/images/Misc_38/003.bmp,31,143,44,150,Target
data/images/Misc_38/004.bmp,33,143,46,150,Target
data/images/Misc_38/005.bmp,35,143,48,150,Target
data/images/Misc_38/006.bmp,36,143,49,150,Target
data/images/Misc_38/007.bmp,37,143,50,150,Target
data/images/Misc_38/008.bmp,38,143,51,150,Target
data/images/Misc_38/009.bmp,39,143,52,150,Target
data/images/Misc_38/010.bmp,40,143,53,150,Target
data/images/Misc_38/011.bmp,41,143,54,150,Target
data/images/Misc_38/012.bmp,43,143,56,150,Target
data/images/Misc_38/013.bmp,45,143,58,150,Target
data/images/Misc_38/014.bmp,46,143,59,150,Target
data/images/Misc_38/015.bmp,47,143,60,150,Target
data/images/Misc_38/016.bmp,49,143,62,150,Target
data/images/Misc_38/017.bmp,49,143,62,150,Target
data/images/Misc_38/018.bmp,51,143,64,150,Target
data/images/Misc_38/019.bmp,52,143,65,150,Target
data/images/Misc_38/020.bmp,53,143,66,150,Target
data/images/Misc_38/021.bmp,54,143,67,150,Target
data/images/Misc_38/022.bmp,56,143,69,150,Target
data/images/Misc_38/023.bmp,58,143,71,150,Target
data/images/Misc_38/024.bmp,59,142,72,149,Target
data/images/Misc_38/025.bmp,60,142,73,149,Target
data/images/Misc_38/026.bmp,62,142,75,149,Target
data/images/Misc_38/027.bmp,63,142,76,149,Target
data/images/Misc_38/028.bmp,64,142,77,149,Target
data/images/Misc_38/029.bmp,65,142,78,149,Target
data/images/Misc_38/030.bmp,67,142,80,149,Target
data/images/Misc_38/031.bmp,68,142,81,149,Target
data/images/Misc_38/032.bmp,69,142,82,149,Target
data/images/Misc_38/033.bmp,71,142,84,149,Target
data/images/Misc_38/034.bmp,71,142,84,149,Target
data/images/Misc_38/035.bmp,73,142,86,149,Target
data/images/Misc_38/036.bmp,74,142,87,149,Target
data/images/Misc_38/037.bmp,76,142,89,149,Target
data/images/Misc_38/038.bmp,77,142,90,149,Target
data/images/Misc_38/039.bmp,78,142,91,149,Target
data/images/Misc_38/040.bmp,80,142,93,149,Target
data/images/Misc_38/041.bmp,81,142,94,149,Target
data/images/Misc_38/042.bmp,82,142,95,149,Target
data/images/Misc_38/043.bmp,83,142,96,149,Target
data/images/Misc_38/044.bmp,85,141,98,148,Target
data/images/Misc_38/045.bmp,86,140,99,147,Target
data/images/Misc_38/046.bmp,86,141,99,148,Target
data/images/Misc_38/047.bmp,88,140,101,147,Target
data/images/Misc_38/048.bmp,90,141,103,148,Target
data/images/Misc_38/049.bmp,91,141,104,148,Target
data/images/Misc_38/050.bmp,92,141,105,148,Target
