0,1,2,3,4,5
data/images/Dim_13/001.bmp,85,121,90,126,Target
data/images/Dim_13/002.bmp,84,122,89,127,Target
data/images/Dim_13/003.bmp,84,122,89,127,Target
data/images/Dim_13/004.bmp,83,124,88,129,Target
data/images/Dim_13/005.bmp,82,125,87,130,Target
data/images/Dim_13/006.bmp,81,126,86,131,Target
data/images/Dim_13/007.bmp,80,128,85,133,Target
data/images/Dim_13/008.bmp,80,129,85,134,Target
data/images/Dim_13/009.bmp,79,130,84,135,Target
data/images/Dim_13/010.bmp,78,131,83,136,Target
data/images/Dim_13/011.bmp,77,132,82,137,Target
data/images/Dim_13/012.bmp,75,133,80,138,Target
data/images/Dim_13/013.bmp,75,134,80,139,Target
data/images/Dim_13/014.bmp,74,135,79,140,Target
data/images/Dim_13/015.bmp,74,136,79,141,Target
data/images/Dim_13/016.bmp,73,137,78,142,Target
data/images/Dim_13/017.bmp,72,138,77,143,Target
data/images/Dim_13/018.bmp,71,139,76,144,Target
data/images/Dim_13/019.bmp,70,140,75,145,Target
data/images/Dim_13/020.bmp,69,142,74,147,Target
data/images/Dim_13/021.bmp,69,143,74,148,Target
data/images/Dim_13/022.bmp,68,144,73,149,Target
data/images/Dim_13/023.bmp,67,145,72,150,Target
data/images/Dim_13/024.bmp,66,147,71,152,Target
data/images/Dim_13/025.bmp,65,147,70,152,Target
data/images/Dim_13/026.bmp,64,148,69,153,Target
data/images/Dim_13/027.bmp,64,149,69,154,Target
data/images/Dim_13/028.bmp,63,150,68,155,Target
data/images/Dim_13/029.bmp,62,151,67,156,Target
data/images/Dim_13/030.bmp,61,152,66,157,Target
data/images/Dim_13/031.bmp,60,153,65,158,Target
data/images/Dim_13/032.bmp,59,154,64,159,Target
data/images/Dim_13/033.bmp,58,156,63,161,Target
data/images/Dim_13/034.bmp,58,158,63,163,Target
data/images/Dim_13/035.bmp,57,158,62,163,Target
data/images/Dim_13/036.bmp,56,159,61,164,Target
data/images/Dim_13/037.bmp,55,160,60,165,Target
data/images/Dim_13/038.bmp,54,161,59,166,Target
data/images/Dim_13/039.bmp,53,162,58,167,Target
data/images/Dim_13/040.bmp,52,163,57,168,Target
data/images/Dim_13/041.bmp,52,164,57,169,Target
data/images/Dim_13/042.bmp,51,165,56,170,Target
data/images/Dim_13/043.bmp,50,166,55,171,Target
data/images/Dim_13/044.bmp,48,167,53,172,Target
data/images/Dim_13/045.bmp,47,169,52,174,Target
data/images/Dim_13/046.bmp,47,170,52,175,Target
data/images/Dim_13/047.bmp,47,171,52,176,Target
data/images/Dim_13/048.bmp,46,172,51,177,Target
data/images/Dim_13/049.bmp,45,173,50,178,Target
data/images/Dim_13/050.bmp,44,174,49,179,Target
