0,1,2,3,4,5
data/images/Misc_70/001.bmp,117,179,125,187,Target
data/images/Misc_70/002.bmp,116,178,124,186,Target
data/images/Misc_70/003.bmp,114,175,122,183,Target
data/images/Misc_70/004.bmp,112,173,120,181,Target
data/images/Misc_70/005.bmp,111,171,119,179,Target
data/images/Misc_70/006.bmp,109,169,117,177,Target
data/images/Misc_70/007.bmp,107,166,115,174,Target
data/images/Misc_70/008.bmp,107,165,115,173,Target
data/images/Misc_70/009.bmp,104,163,112,171,Target
data/images/Misc_70/010.bmp,102,160,110,168,Target
data/images/Misc_70/011.bmp,101,158,109,166,Target
data/images/Misc_70/012.bmp,99,156,107,164,Target
data/images/Misc_70/013.bmp,97,154,105,162,Target
data/images/Misc_70/014.bmp,96,152,104,160,Target
data/images/Misc_70/015.bmp,94,150,102,158,Target
data/images/Misc_70/016.bmp,91,147,99,155,Target
data/images/Misc_70/017.bmp,90,145,98,153,Target
data/images/Misc_70/018.bmp,89,143,97,151,Target
data/images/Misc_70/019.bmp,87,141,95,149,Target
data/images/Misc_70/020.bmp,85,139,93,147,Target
data/images/Misc_70/021.bmp,83,137,91,145,Target
data/images/Misc_70/022.bmp,82,135,90,143,Target
data/images/Misc_70/023.bmp,80,132,88,140,Target
data/images/Misc_70/024.bmp,80,130,88,138,Target
data/images/Misc_70/025.bmp,77,128,85,136,Target
data/images/Misc_70/026.bmp,75,126,83,134,Target
data/images/Misc_70/027.bmp,73,124,81,132,Target
data/images/Misc_70/028.bmp,72,122,80,130,Target
data/images/Misc_70/029.bmp,70,119,78,127,Target
data/images/Misc_70/030.bmp,68,117,76,125,Target
data/images/Misc_70/031.bmp,67,115,75,123,Target
data/images/Misc_70/032.bmp,65,113,73,121,Target
data/images/Misc_70/033.bmp,63,111,71,119,Target
data/images/Misc_70/034.bmp,61,109,69,117,Target
data/images/Misc_70/035.bmp,61,107,69,115,Target
data/images/Misc_70/036.bmp,58,104,66,112,Target
data/images/Misc_70/037.bmp,56,102,64,110,Target
data/images/Misc_70/038.bmp,55,100,63,108,Target
data/images/Misc_70/039.bmp,53,98,61,106,Target
data/images/Misc_70/040.bmp,51,96,59,104,Target
data/images/Misc_70/041.bmp,49,93,57,101,Target
data/images/Misc_70/042.bmp,48,92,56,100,Target
data/images/Misc_70/043.bmp,46,90,54,98,Target
data/images/Misc_70/044.bmp,44,87,52,95,Target
data/images/Misc_70/045.bmp,42,85,50,93,Target
data/images/Misc_70/046.bmp,41,83,49,91,Target
data/images/Misc_70/047.bmp,39,80,47,88,Target
data/images/Misc_70/048.bmp,37,78,45,86,Target
data/images/Misc_70/049.bmp,36,77,44,85,Target
data/images/Misc_70/050.bmp,33,74,41,82,Target
