0,1,2,3,4,5
data/images/302/001.bmp,74,1,79,7,Target
data/images/302/002.bmp,74,2,80,8,Target
data/images/302/003.bmp,76,4,81,8,Target
data/images/302/004.bmp,76,3,81,8,Target
data/images/302/005.bmp,77,5,83,11,Target
data/images/302/006.bmp,78,7,84,12,Target
data/images/302/007.bmp,78,7,84,12,Target
data/images/302/008.bmp,79,9,84,13,Target
data/images/302/009.bmp,81,9,87,15,Target
data/images/302/0010.bmp,81,10,87,16,Target
data/images/302/0011.bmp,82,10,87,16,Target
data/images/302/0012.bmp,84,13,89,19,Target
data/images/302/0013.bmp,85,13,91,20,Target
data/images/302/0014.bmp,85,14,92,21,Target
data/images/302/0015.bmp,86,15,92,21,Target
data/images/302/0016.bmp,85,17,91,23,Target
data/images/302/0017.bmp,88,18,95,24,Target
data/images/302/0018.bmp,88,18,95,25,Target
data/images/302/0019.bmp,88,19,95,25,Target
data/images/302/0020.bmp,90,20,96,27,Target
data/images/302/0021.bmp,91,21,97,27,Target
data/images/302/0022.bmp,91,21,97,28,Target
data/images/302/0023.bmp,92,24,97,30,Target
data/images/302/0024.bmp,94,25,99,30,Target
data/images/302/0025.bmp,94,26,100,32,Target
data/images/302/0026.bmp,95,28,101,34,Target
data/images/302/0027.bmp,95,28,103,35,Target
data/images/302/0028.bmp,97,29,102,35,Target
data/images/302/0029.bmp,98,31,103,36,Target
data/images/302/0030.bmp,99,31,105,36,Target
data/images/302/0031.bmp,100,33,106,39,Target
data/images/302/0032.bmp,99,33,106,40,Target
data/images/302/0033.bmp,101,34,107,41,Target
data/images/302/0034.bmp,103,36,108,41,Target
data/images/302/0035.bmp,103,36,108,42,Target
data/images/302/0036.bmp,104,37,110,43,Target
data/images/302/0037.bmp,105,37,111,42,Target
data/images/302/0038.bmp,106,40,111,45,Target
data/images/302/0039.bmp,107,41,113,48,Target
data/images/302/0040.bmp,108,41,115,48,Target
data/images/302/0041.bmp,108,44,114,50,Target
data/images/302/0042.bmp,111,46,117,51,Target
data/images/302/0043.bmp,110,45,116,51,Target
data/images/302/0044.bmp,111,45,116,50,Target
data/images/302/0045.bmp,111,46,117,52,Target
data/images/302/0046.bmp,113,46,119,53,Target
data/images/302/0047.bmp,114,49,120,55,Target
data/images/302/0048.bmp,114,50,121,56,Target
data/images/302/0049.bmp,116,51,121,55,Target
data/images/302/0050.bmp,117,52,122,58,Target
data/images/302/0051.bmp,118,53,124,58,Target
data/images/302/0052.bmp,117,55,124,61,Target
data/images/302/0053.bmp,118,56,126,62,Target
data/images/302/0054.bmp,120,57,126,62,Target
data/images/302/0055.bmp,121,57,127,64,Target
data/images/302/0056.bmp,122,59,128,65,Target
data/images/302/0057.bmp,123,59,128,65,Target
data/images/302/0058.bmp,124,61,130,68,Target
data/images/302/0059.bmp,124,61,130,69,Target
data/images/302/0060.bmp,125,63,131,69,Target
data/images/302/0061.bmp,125,62,132,69,Target
data/images/302/0062.bmp,127,65,133,71,Target
data/images/302/0063.bmp,127,66,133,70,Target
data/images/302/0064.bmp,129,68,135,74,Target
data/images/302/0065.bmp,131,68,135,73,Target
data/images/302/0066.bmp,131,70,137,75,Target
data/images/302/0067.bmp,132,70,137,76,Target
data/images/302/0068.bmp,132,70,138,76,Target
data/images/302/0069.bmp,133,72,139,79,Target
data/images/302/0070.bmp,135,75,140,79,Target
data/images/302/0071.bmp,135,75,141,81,Target
data/images/302/0072.bmp,136,75,141,79,Target
data/images/302/0073.bmp,138,77,143,82,Target
data/images/302/0074.bmp,138,77,143,82,Target
data/images/302/0075.bmp,138,79,144,85,Target
data/images/302/0076.bmp,140,79,147,87,Target
data/images/302/0077.bmp,141,81,146,87,Target
data/images/302/0078.bmp,141,83,146,87,Target
data/images/302/0079.bmp,142,82,148,88,Target
data/images/302/0080.bmp,143,85,150,90,Target
data/images/302/0081.bmp,144,85,150,92,Target
data/images/302/0082.bmp,146,87,152,92,Target
data/images/302/0083.bmp,144,86,150,93,Target
data/images/302/0084.bmp,147,87,152,93,Target
data/images/302/0085.bmp,148,89,154,95,Target
data/images/302/0086.bmp,148,89,156,96,Target
data/images/302/0087.bmp,149,90,155,98,Target
data/images/302/0088.bmp,150,91,156,97,Target
data/images/302/0089.bmp,151,93,157,100,Target
data/images/302/0090.bmp,152,95,158,102,Target
data/images/302/0091.bmp,153,94,158,101,Target
data/images/302/0092.bmp,153,96,160,102,Target
data/images/302/0093.bmp,155,97,161,104,Target
data/images/302/0094.bmp,156,98,162,104,Target
data/images/302/0095.bmp,157,99,163,105,Target
data/images/302/0096.bmp,157,99,164,106,Target
data/images/302/0097.bmp,159,101,165,107,Target
data/images/302/0098.bmp,159,102,164,107,Target
data/images/302/0099.bmp,160,103,165,109,Target
data/images/302/00100.bmp,160,104,167,111,Target
