0,1,2,3,4,5
data/images/Misc_103/001.bmp,86,38,92,44,Target
data/images/Misc_103/002.bmp,87,38,93,44,Target
data/images/Misc_103/003.bmp,88,38,94,44,Target
data/images/Misc_103/004.bmp,89,38,95,44,Target
data/images/Misc_103/005.bmp,91,38,97,44,Target
data/images/Misc_103/006.bmp,92,38,98,44,Target
data/images/Misc_103/007.bmp,93,38,99,44,Target
data/images/Misc_103/008.bmp,95,38,101,44,Target
data/images/Misc_103/009.bmp,96,38,102,44,Target
data/images/Misc_103/010.bmp,97,38,103,44,Target
data/images/Misc_103/011.bmp,98,38,104,44,Target
data/images/Misc_103/012.bmp,100,38,106,44,Target
data/images/Misc_103/013.bmp,101,38,107,44,Target
data/images/Misc_103/014.bmp,102,38,108,44,Target
data/images/Misc_103/015.bmp,104,38,110,44,Target
data/images/Misc_103/016.bmp,105,38,111,44,Target
data/images/Misc_103/017.bmp,106,38,112,44,Target
data/images/Misc_103/018.bmp,107,38,113,44,Target
data/images/Misc_103/019.bmp,109,38,115,44,Target
data/images/Misc_103/020.bmp,110,38,116,44,Target
data/images/Misc_103/021.bmp,111,38,117,44,Target
data/images/Misc_103/022.bmp,112,38,118,44,Target
data/images/Misc_103/023.bmp,114,37,120,43,Target
data/images/Misc_103/024.bmp,115,37,121,43,Target
data/images/Misc_103/025.bmp,116,37,122,43,Target
data/images/Misc_103/026.bmp,118,37,124,43,Target
data/images/Misc_103/027.bmp,119,37,125,43,Target
data/images/Misc_103/028.bmp,120,37,126,43,Target
data/images/Misc_103/029.bmp,121,37,127,43,Target
data/images/Misc_103/030.bmp,123,37,129,43,Target
data/images/Misc_103/031.bmp,124,37,130,43,Target
data/images/Misc_103/032.bmp,125,37,131,43,Target
data/images/Misc_103/033.bmp,127,37,133,43,Target
data/images/Misc_103/034.bmp,128,37,134,43,Target
data/images/Misc_103/035.bmp,129,37,135,43,Target
data/images/Misc_103/036.bmp,130,37,136,43,Target
data/images/Misc_103/037.bmp,132,37,138,43,Target
data/images/Misc_103/038.bmp,133,37,139,43,Target
data/images/Misc_103/039.bmp,134,37,140,43,Target
data/images/Misc_103/040.bmp,136,37,142,43,Target
data/images/Misc_103/041.bmp,137,37,143,43,Target
data/images/Misc_103/042.bmp,138,37,144,43,Target
data/images/Misc_103/043.bmp,139,37,145,43,Target
data/images/Misc_103/044.bmp,141,36,147,42,Target
data/images/Misc_103/045.bmp,142,36,148,42,Target
data/images/Misc_103/046.bmp,143,36,149,42,Target
data/images/Misc_103/047.bmp,144,36,150,42,Target
data/images/Misc_103/048.bmp,146,36,152,42,Target
data/images/Misc_103/049.bmp,147,36,153,42,Target
data/images/Misc_103/050.bmp,148,36,154,42,Target
