101 1  16.650000  3095.511967	7198.934641	 128.511967	128.934641	 1.303394e-011
101 2  17.150000  3093.723760	7198.089697	 126.723760	128.089697	 1.301436e-011
101 3  17.650000  3092.305848	7198.336811	 125.305848	128.336811	 1.302447e-011
101 4  18.150000  3091.011338	7197.938865	 124.011338	127.938865	 1.302141e-011
101 5  18.650000  3089.501607	7197.711541	 122.501607	127.711541	 1.303838e-011
101 6  19.150000  3087.891092	7197.689441	 120.891092	127.689441	 1.302286e-011
101 7  19.650000  3086.671408	7197.095811	 119.671408	127.095811	 1.303453e-011
101 8  20.150000  3085.660163	7197.221949	 118.660163	127.221949	 1.304145e-011
101 9  20.650000  3084.299580	7196.739987	 117.299580	126.739987	 1.304123e-011
101 10  21.150000  3082.545573	7196.199057	 115.545573	126.199057	 1.304362e-011
101 11  21.650000  3081.554476	7196.263266	 114.554476	126.263266	 1.305202e-011
101 12  22.150000  3079.868766	7195.730034	 112.868766	125.730034	 1.305025e-011
101 13  22.650000  3078.693821	7195.972908	 111.693821	125.972908	 1.307266e-011
101 14  23.150000  3077.503914	7195.385614	 110.503914	125.385614	 1.306166e-011
101 15  23.650000  3075.939784	7195.119779	 108.939784	125.119779	 1.306354e-011
101 16  24.150000  3074.746636	7195.076249	 107.746636	125.076249	 1.305965e-011
101 17  24.650000  3073.172633	7194.692965	 106.172633	124.692965	 1.305618e-011
101 18  25.150000  3072.167575	7195.015479	 105.167575	125.015479	 1.306501e-011
101 19  25.650000  3070.736109	7194.341270	 103.736109	124.341270	 1.307585e-011
101 20  26.150000  3069.439164	7193.983097	 102.439164	123.983097	 1.306998e-011
101 21  26.650000  3067.966414	7193.652207	 100.966414	123.652207	 1.308440e-011
101 22  27.150000  3066.851202	7193.653457	 99.851202	123.653457	 1.308382e-011
101 23  27.650000  3065.200213	7193.553782	 98.200213	123.553782	 1.308983e-011
101 24  28.150000  3063.843251	7193.032870	 96.843251	123.032870	 1.308497e-011
101 25  28.650000  3062.255717	7192.641581	 95.255717	122.641581	 1.308271e-011
101 26  29.150000  3061.255882	7192.412991	 94.255882	122.412991	 1.308289e-011
101 27  29.650000  3059.769301	7192.060349	 92.769301	122.060349	 1.308529e-011
101 28  30.150000  3058.216234	7191.753703	 91.216234	121.753703	 1.308271e-011
101 29  30.650000  3057.171507	7191.379319	 90.171507	121.379319	 1.308686e-011
101 30  31.150000  3055.626808	7191.362136	 88.626808	121.362136	 1.309009e-011
101 31  31.650000  3054.495254	7191.131297	 87.495254	121.131297	 1.311670e-011
101 32  32.150000  3052.985933	7191.021069	 85.985933	121.021069	 1.310608e-011
101 33  32.650000  3051.695698	7190.649245	 84.695698	120.649245	 1.310793e-011
101 34  33.150000  3050.419329	7190.369682	 83.419329	120.369682	 1.310212e-011
101 35  33.650000  3049.083407	7190.208899	 82.083407	120.208899	 1.308592e-011
101 36  34.150000  3047.145141	7189.823824	 80.145141	119.823824	 1.310596e-011
101 37  34.650000  3046.342936	7189.576811	 79.342936	119.576811	 1.310790e-011
101 38  35.150000  3044.693963	7189.386467	 77.693963	119.386467	 1.311269e-011
101 39  35.650000  3043.678092	7188.859320	 76.678092	118.859320	 1.311292e-011
101 40  36.150000  3042.080693	7188.818571	 75.080693	118.818571	 1.311114e-011
101 41  36.650000  3041.029546	7188.856737	 74.029546	118.856737	 1.312043e-011
101 42  37.150000  3039.682647	7188.451507	 72.682647	118.451507	 1.311758e-011
101 43  37.650000  3037.984144	7188.174515	 70.984144	118.174515	 1.313056e-011
101 44  38.150000  3036.716185	7188.082464	 69.716185	118.082464	 1.312871e-011
101 45  38.650000  3035.563103	7187.709635	 68.563103	117.709635	 1.313599e-011
101 46  39.150000  3034.272073	7187.067154	 67.272073	117.067154	 1.312058e-011
101 47  39.650000  3033.243343	7187.134940	 66.243343	117.134940	 1.313248e-011
101 48  40.150000  3031.720635	7186.680780	 64.720635	116.680780	 1.314535e-011
101 49  40.650000  3030.053592	7186.281405	 63.053592	116.281405	 1.312740e-011
101 50  41.150000  3028.543872	7186.153062	 128.543872	128.153062	 1.219277e-011
101 51  41.650000  3027.684798	7185.794329	 127.684798	127.794329	 1.220393e-011
101 52  42.150000  3025.777355	7185.546853	 125.777355	127.546853	 1.218760e-011
101 53  42.650000  3024.948322	7185.539670	 124.948322	127.539670	 1.218906e-011
101 54  43.150000  3023.481554	7184.872790	 123.481554	126.872790	 1.220406e-011
101 55  43.650000  3022.204114	7184.987316	 122.204114	126.987316	 1.221194e-011
101 56  44.150000  3020.621709	7184.603875	 120.621709	126.603875	 1.220713e-011
101 57  44.650000  3018.999055	7184.311844	 118.999055	126.311844	 1.218805e-011
101 58  45.150000  3018.129353	7184.155460	 118.129353	126.155460	 1.219286e-011
101 59  45.650000  3016.660541	7184.005542	 116.660541	126.005542	 1.219275e-011
101 60  46.150000  3015.259094	7183.631175	 115.259094	125.631175	 1.219342e-011
101 61  46.650000  3014.057329	7183.326082	 114.057329	125.326082	 1.219570e-011
101 62  47.150000  3012.888497	7182.920648	 112.888497	124.920648	 1.218376e-011
101 63  47.650000  3011.486098	7182.663534	 111.486098	124.663534	 1.219590e-011
