0,1,2,3,4,5
data/images/102/001.bmp,45,42,56,53,Target
data/images/102/002.bmp,45,44,56,54,Target
data/images/102/003.bmp,47,46,58,55,Target
data/images/102/004.bmp,48,48,57,57,Target
data/images/102/005.bmp,48,47,58,56,Target
data/images/102/006.bmp,48,47,60,59,Target
data/images/102/007.bmp,49,50,62,60,Target
data/images/102/008.bmp,49,50,62,59,Target
data/images/102/009.bmp,52,52,64,64,Target
data/images/102/0010.bmp,52,52,64,63,Target
data/images/102/0011.bmp,53,53,64,63,Target
data/images/102/0012.bmp,54,54,65,64,Target
data/images/102/0013.bmp,56,56,66,66,Target
data/images/102/0014.bmp,54,57,66,68,Target
data/images/102/0015.bmp,56,56,70,69,Target
data/images/102/0016.bmp,57,60,68,68,Target
data/images/102/0017.bmp,59,60,71,70,Target
data/images/102/0018.bmp,60,62,73,72,Target
data/images/102/0019.bmp,60,63,72,73,Target
data/images/102/0020.bmp,61,61,72,73,Target
data/images/102/0021.bmp,60,65,73,74,Target
data/images/102/0022.bmp,63,65,74,75,Target
data/images/102/0023.bmp,64,67,76,78,Target
data/images/102/0024.bmp,64,67,77,77,Target
data/images/102/0025.bmp,66,70,78,79,Target
data/images/102/0026.bmp,66,69,79,80,Target
data/images/102/0027.bmp,67,70,79,81,Target
data/images/102/0028.bmp,69,73,81,81,Target
data/images/102/0029.bmp,68,72,81,83,Target
data/images/102/0030.bmp,71,72,81,82,Target
data/images/102/0031.bmp,70,76,82,86,Target
data/images/102/0032.bmp,71,75,83,86,Target
data/images/102/0033.bmp,71,75,83,86,Target
data/images/102/0034.bmp,72,77,85,88,Target
data/images/102/0035.bmp,73,79,84,87,Target
data/images/102/0036.bmp,75,81,86,90,Target
data/images/102/0037.bmp,76,80,87,91,Target
data/images/102/0038.bmp,76,81,89,92,Target
data/images/102/0039.bmp,76,84,90,94,Target
data/images/102/0040.bmp,77,85,92,93,Target
data/images/102/0041.bmp,79,85,91,97,Target
data/images/102/0042.bmp,81,87,92,97,Target
data/images/102/0043.bmp,80,87,93,98,Target
data/images/102/0044.bmp,81,89,94,98,Target
data/images/102/0045.bmp,82,89,94,101,Target
data/images/102/0046.bmp,82,89,95,101,Target
data/images/102/0047.bmp,85,92,94,102,Target
data/images/102/0048.bmp,86,92,98,102,Target
data/images/102/0049.bmp,87,92,99,104,Target
data/images/102/0050.bmp,87,96,98,104,Target
data/images/102/0051.bmp,89,96,100,106,Target
data/images/102/0052.bmp,88,98,101,108,Target
data/images/102/0053.bmp,91,100,102,110,Target
data/images/102/0054.bmp,90,100,103,110,Target
data/images/102/0055.bmp,91,99,103,111,Target
data/images/102/0056.bmp,92,99,105,111,Target
data/images/102/0057.bmp,92,102,107,112,Target
data/images/102/0058.bmp,95,104,107,115,Target
data/images/102/0059.bmp,94,104,106,114,Target
data/images/102/0060.bmp,95,105,108,115,Target
data/images/102/0061.bmp,96,106,109,116,Target
data/images/102/0062.bmp,98,108,107,117,Target
data/images/102/0063.bmp,100,109,109,117,Target
data/images/102/0064.bmp,98,109,111,119,Target
data/images/102/0065.bmp,101,110,113,120,Target
data/images/102/0066.bmp,99,109,114,124,Target
data/images/102/0067.bmp,103,111,114,122,Target
data/images/102/0068.bmp,102,113,114,123,Target
data/images/102/0069.bmp,104,114,115,127,Target
data/images/102/0070.bmp,106,117,116,126,Target
data/images/102/0071.bmp,106,116,117,125,Target
data/images/102/0072.bmp,106,116,119,126,Target
data/images/102/0073.bmp,107,117,121,129,Target
data/images/102/0074.bmp,109,120,120,130,Target
data/images/102/0075.bmp,109,122,122,131,Target
data/images/102/0076.bmp,110,122,124,133,Target
data/images/102/0077.bmp,112,123,124,134,Target
data/images/102/0078.bmp,111,125,124,135,Target
data/images/102/0079.bmp,113,125,126,136,Target
data/images/102/0080.bmp,114,127,126,136,Target
data/images/102/0081.bmp,114,129,125,137,Target
data/images/102/0082.bmp,117,130,128,139,Target
data/images/102/0083.bmp,115,129,128,140,Target
data/images/102/0084.bmp,118,131,131,141,Target
data/images/102/0085.bmp,118,132,131,142,Target
data/images/102/0086.bmp,119,131,133,142,Target
data/images/102/0087.bmp,120,133,132,145,Target
data/images/102/0088.bmp,121,136,134,145,Target
data/images/102/0089.bmp,122,137,133,146,Target
data/images/102/0090.bmp,123,138,135,148,Target
data/images/102/0091.bmp,123,138,137,148,Target
data/images/102/0092.bmp,125,140,137,150,Target
data/images/102/0093.bmp,124,140,137,150,Target
data/images/102/0094.bmp,127,140,140,151,Target
data/images/102/0095.bmp,128,141,140,152,Target
data/images/102/0096.bmp,129,143,141,152,Target
data/images/102/0097.bmp,129,144,144,155,Target
data/images/102/0098.bmp,129,145,144,154,Target
data/images/102/0099.bmp,130,146,144,156,Target
data/images/102/00100.bmp,132,146,144,158,Target
