0,1,2,3,4,5
data/images/Dim_6/001.bmp,165,197,173,204,Target
data/images/Dim_6/002.bmp,164,196,172,203,Target
data/images/Dim_6/003.bmp,165,196,173,203,Target
data/images/Dim_6/004.bmp,164,196,172,203,Target
data/images/Dim_6/005.bmp,164,195,172,202,Target
data/images/Dim_6/006.bmp,165,195,173,202,Target
data/images/Dim_6/007.bmp,165,194,173,201,Target
data/images/Dim_6/008.bmp,164,194,172,201,Target
data/images/Dim_6/009.bmp,165,193,173,200,Target
data/images/Dim_6/010.bmp,165,193,173,200,Target
data/images/Dim_6/011.bmp,164,193,172,200,Target
data/images/Dim_6/012.bmp,164,192,172,199,Target
data/images/Dim_6/013.bmp,164,192,172,199,Target
data/images/Dim_6/014.bmp,165,191,173,198,Target
data/images/Dim_6/015.bmp,164,191,172,198,Target
data/images/Dim_6/016.bmp,164,190,172,197,Target
data/images/Dim_6/017.bmp,164,190,172,197,Target
data/images/Dim_6/018.bmp,165,190,173,197,Target
data/images/Dim_6/019.bmp,165,189,173,196,Target
data/images/Dim_6/020.bmp,164,189,172,196,Target
data/images/Dim_6/021.bmp,165,189,173,196,Target
data/images/Dim_6/022.bmp,165,188,173,195,Target
data/images/Dim_6/023.bmp,165,188,173,195,Target
data/images/Dim_6/024.bmp,165,187,173,194,Target
data/images/Dim_6/025.bmp,165,187,173,194,Target
data/images/Dim_6/026.bmp,166,186,174,193,Target
data/images/Dim_6/027.bmp,166,186,174,193,Target
data/images/Dim_6/028.bmp,166,186,174,193,Target
data/images/Dim_6/029.bmp,166,185,174,192,Target
data/images/Dim_6/030.bmp,166,185,174,192,Target
data/images/Dim_6/031.bmp,166,184,174,191,Target
data/images/Dim_6/032.bmp,166,184,174,191,Target
data/images/Dim_6/033.bmp,165,183,173,190,Target
data/images/Dim_6/034.bmp,166,183,174,190,Target
data/images/Dim_6/035.bmp,166,183,174,190,Target
data/images/Dim_6/036.bmp,165,182,173,189,Target
data/images/Dim_6/037.bmp,166,181,174,188,Target
data/images/Dim_6/038.bmp,165,180,173,187,Target
data/images/Dim_6/039.bmp,166,181,174,188,Target
data/images/Dim_6/040.bmp,166,181,174,188,Target
data/images/Dim_6/041.bmp,165,180,173,187,Target
data/images/Dim_6/042.bmp,166,180,174,187,Target
data/images/Dim_6/043.bmp,166,179,174,186,Target
data/images/Dim_6/044.bmp,166,179,174,186,Target
data/images/Dim_6/045.bmp,166,178,174,185,Target
data/images/Dim_6/046.bmp,166,177,174,184,Target
data/images/Dim_6/047.bmp,166,178,174,185,Target
data/images/Dim_6/048.bmp,166,176,174,183,Target
data/images/Dim_6/049.bmp,166,177,174,184,Target
data/images/Dim_6/050.bmp,166,175,174,182,Target
