0,1,2,3,4,5
data/images/Data4/1.bmp,127,126,131,130,Target
data/images/Data4/2.bmp,124,126,130,131,Target
data/images/Data4/3.bmp,123,127,128,132,Target
data/images/Data4/4.bmp,122,125,128,131,Target
data/images/Data4/5.bmp,121,124,127,130,Target
data/images/Data4/6.bmp,119,123,125,129,Target
data/images/Data4/7.bmp,118,125,124,131,Target
data/images/Data4/8.bmp,118,124,123,130,Target
data/images/Data4/9.bmp,115,123,122,129,Target
data/images/Data4/10.bmp,115,125,120,130,Target
data/images/Data4/11.bmp,113,124,119,130,Target
data/images/Data4/12.bmp,112,123,119,130,Target
data/images/Data4/13.bmp,110,124,117,130,Target
data/images/Data4/14.bmp,110,122,116,128,Target
data/images/Data4/15.bmp,107,122,114,129,Target
data/images/Data4/16.bmp,107,122,113,129,Target
data/images/Data4/17.bmp,106,123,112,129,Target
data/images/Data4/18.bmp,104,122,110,128,Target
data/images/Data4/19.bmp,102,123,109,129,Target
data/images/Data4/20.bmp,102,122,107,128,Target
data/images/Data4/21.bmp,100,121,107,128,Target
data/images/Data4/22.bmp,100,122,105,127,Target
data/images/Data4/23.bmp,97,121,103,126,Target
data/images/Data4/24.bmp,97,121,103,127,Target
data/images/Data4/25.bmp,96,121,102,127,Target
data/images/Data4/26.bmp,95,120,101,126,Target
data/images/Data4/27.bmp,93,121,99,126,Target
data/images/Data4/28.bmp,91,121,98,128,Target
data/images/Data4/29.bmp,91,120,98,126,Target
data/images/Data4/30.bmp,90,120,96,127,Target
data/images/Data4/31.bmp,86,120,94,127,Target
data/images/Data4/32.bmp,87,120,92,126,Target
data/images/Data4/33.bmp,86,119,92,125,Target
data/images/Data4/34.bmp,85,118,91,124,Target
data/images/Data4/35.bmp,84,119,90,125,Target
data/images/Data4/36.bmp,82,119,88,125,Target
data/images/Data4/37.bmp,81,119,86,125,Target
data/images/Data4/38.bmp,80,119,85,124,Target
data/images/Data4/39.bmp,78,118,84,125,Target
data/images/Data4/40.bmp,77,118,83,125,Target
data/images/Data4/41.bmp,76,117,82,124,Target
data/images/Data4/42.bmp,75,116,81,123,Target
data/images/Data4/43.bmp,74,117,81,123,Target
data/images/Data4/44.bmp,72,118,78,123,Target
