0,1,2,3,4,5
data/images/Data3/1.bmp,126,125,131,130,Target
data/images/Data3/2.bmp,124,125,131,131,Target
data/images/Data3/3.bmp,122,126,129,132,Target
data/images/Data3/4.bmp,120,124,128,131,Target
data/images/Data3/5.bmp,118,126,125,132,Target
data/images/Data3/6.bmp,117,126,125,132,Target
data/images/Data3/7.bmp,117,126,125,132,Target
data/images/Data3/8.bmp,115,126,121,132,Target
data/images/Data3/9.bmp,114,125,120,131,Target
data/images/Data3/10.bmp,114,127,118,131,Target
data/images/Data3/11.bmp,112,125,118,130,Target
data/images/Data3/12.bmp,108,125,115,132,Target
data/images/Data3/13.bmp,107,125,115,132,Target
data/images/Data3/14.bmp,107,125,114,131,Target
data/images/Data3/15.bmp,105,126,112,133,Target
data/images/Data3/16.bmp,105,126,111,132,Target
data/images/Data3/17.bmp,101,125,109,132,Target
data/images/Data3/18.bmp,102,124,108,130,Target
data/images/Data3/19.bmp,100,126,105,131,Target
data/images/Data3/20.bmp,99,124,105,130,Target
data/images/Data3/21.bmp,97,125,104,132,Target
data/images/Data3/22.bmp,97,125,103,131,Target
data/images/Data3/23.bmp,94,125,101,132,Target
data/images/Data3/24.bmp,92,126,99,133,Target
data/images/Data3/25.bmp,92,125,97,131,Target
data/images/Data3/26.bmp,90,123,98,130,Target
data/images/Data3/27.bmp,89,124,96,131,Target
data/images/Data3/28.bmp,86,126,93,132,Target
data/images/Data3/29.bmp,86,126,93,131,Target
data/images/Data3/30.bmp,85,125,92,130,Target
data/images/Data3/31.bmp,82,125,89,131,Target
data/images/Data3/32.bmp,82,125,87,130,Target
data/images/Data3/33.bmp,80,124,88,131,Target
data/images/Data3/34.bmp,79,124,86,130,Target
data/images/Data3/35.bmp,76,125,83,132,Target
data/images/Data3/36.bmp,76,125,83,131,Target
data/images/Data3/37.bmp,74,124,82,131,Target
data/images/Data3/38.bmp,73,124,80,130,Target
data/images/Data3/39.bmp,72,125,78,131,Target
data/images/Data3/40.bmp,70,124,77,130,Target
data/images/Data3/41.bmp,68,125,76,131,Target
data/images/Data3/42.bmp,66,126,73,132,Target
data/images/Data3/43.bmp,65,124,71,131,Target
data/images/Data3/44.bmp,64,124,72,132,Target
data/images/Data3/45.bmp,62,123,70,131,Target
data/images/Data3/46.bmp,61,123,69,130,Target
data/images/Data3/47.bmp,59,125,67,132,Target
data/images/Data3/48.bmp,126,126,132,132,Target
data/images/Data3/49.bmp,123,126,131,133,Target
data/images/Data3/50.bmp,122,126,129,133,Target
data/images/Data3/51.bmp,121,126,128,132,Target
data/images/Data3/52.bmp,121,126,128,132,Target
data/images/Data3/53.bmp,118,126,125,131,Target
data/images/Data3/54.bmp,117,124,125,132,Target
data/images/Data3/55.bmp,115,124,123,131,Target
data/images/Data3/56.bmp,113,125,121,133,Target
data/images/Data3/57.bmp,113,126,120,133,Target
data/images/Data3/58.bmp,111,124,119,131,Target
data/images/Data3/59.bmp,109,124,118,132,Target
data/images/Data3/60.bmp,107,124,114,132,Target
data/images/Data3/61.bmp,107,124,115,131,Target
data/images/Data3/62.bmp,105,124,113,132,Target
data/images/Data3/63.bmp,104,124,111,131,Target
data/images/Data3/64.bmp,103,124,111,131,Target
data/images/Data3/65.bmp,100,124,108,131,Target
data/images/Data3/66.bmp,99,125,106,131,Target
data/images/Data3/67.bmp,98,124,106,132,Target
data/images/Data3/68.bmp,96,125,104,132,Target
data/images/Data3/69.bmp,94,124,103,132,Target
data/images/Data3/70.bmp,92,124,101,133,Target
data/images/Data3/71.bmp,91,124,99,132,Target
data/images/Data3/72.bmp,91,125,98,131,Target
data/images/Data3/73.bmp,88,125,95,132,Target
data/images/Data3/74.bmp,88,124,96,132,Target
data/images/Data3/75.bmp,86,125,93,132,Target
data/images/Data3/76.bmp,85,124,92,131,Target
data/images/Data3/77.bmp,84,123,92,130,Target
data/images/Data3/78.bmp,82,123,90,130,Target
data/images/Data3/79.bmp,82,123,89,129,Target
data/images/Data3/80.bmp,80,123,87,129,Target
data/images/Data3/81.bmp,78,125,84,131,Target
data/images/Data3/82.bmp,76,125,83,131,Target
data/images/Data3/83.bmp,76,124,82,130,Target
data/images/Data3/84.bmp,73,123,81,130,Target
data/images/Data3/85.bmp,72,124,80,131,Target
data/images/Data3/86.bmp,71,122,78,130,Target
data/images/Data3/87.bmp,69,124,76,132,Target
data/images/Data3/88.bmp,69,124,75,130,Target
data/images/Data3/89.bmp,66,123,73,130,Target
data/images/Data3/90.bmp,65,124,71,130,Target
data/images/Data3/90.bmp,63,123,69,129,Target
data/images/Data3/92.bmp,62,123,68,129,Target
data/images/Data3/93.bmp,62,122,69,128,Target
data/images/Data3/94.bmp,59,124,66,130,Target
data/images/Data3/95.bmp,126,126,132,133,Target
data/images/Data3/96.bmp,123,126,130,133,Target
data/images/Data3/97.bmp,123,126,129,132,Target
data/images/Data3/98.bmp,121,127,127,132,Target
data/images/Data3/99.bmp,120,125,127,131,Target
data/images/Data3/100.bmp,118,125,124,130,Target
data/images/Data3/101.bmp,116,126,123,132,Target
data/images/Data3/102.bmp,115,126,122,132,Target
data/images/Data3/103.bmp,115,126,121,131,Target
data/images/Data3/104.bmp,112,125,119,132,Target
data/images/Data3/105.bmp,110,125,117,132,Target
data/images/Data3/106.bmp,109,125,116,131,Target
data/images/Data3/107.bmp,107,126,113,132,Target
data/images/Data3/108.bmp,106,125,113,132,Target
data/images/Data3/109.bmp,105,124,112,131,Target
data/images/Data3/110.bmp,103,124,110,131,Target
data/images/Data3/111.bmp,101,125,109,133,Target
data/images/Data3/112.bmp,100,125,108,132,Target
data/images/Data3/113.bmp,99,123,107,131,Target
data/images/Data3/114.bmp,98,124,106,131,Target
data/images/Data3/115.bmp,96,124,103,131,Target
data/images/Data3/116.bmp,95,125,102,131,Target
data/images/Data3/117.bmp,93,125,99,131,Target
data/images/Data3/118.bmp,93,124,99,129,Target
data/images/Data3/119.bmp,89,124,96,130,Target
data/images/Data3/120.bmp,88,124,96,131,Target
data/images/Data3/121.bmp,88,122,95,130,Target
data/images/Data3/122.bmp,86,124,93,131,Target
data/images/Data3/123.bmp,85,124,91,130,Target
data/images/Data3/124.bmp,82,124,89,131,Target
data/images/Data3/125.bmp,81,122,90,130,Target
data/images/Data3/126.bmp,80,123,87,130,Target
data/images/Data3/127.bmp,79,123,87,131,Target
data/images/Data3/128.bmp,77,122,86,130,Target
data/images/Data3/129.bmp,76,124,82,130,Target
data/images/Data3/130.bmp,75,123,82,129,Target
data/images/Data3/131.bmp,73,124,80,131,Target
data/images/Data3/132.bmp,73,123,79,129,Target
data/images/Data3/133.bmp,70,122,77,129,Target
data/images/Data3/134.bmp,69,122,76,129,Target
data/images/Data3/135.bmp,68,121,76,130,Target
data/images/Data3/136.bmp,66,121,73,129,Target
data/images/Data3/137.bmp,65,124,71,130,Target
data/images/Data3/138.bmp,63,122,70,130,Target
data/images/Data3/139.bmp,61,122,68,129,Target
data/images/Data3/140.bmp,61,122,68,128,Target
data/images/Data3/141.bmp,59,123,66,128,Target
data/images/Data3/142.bmp,125,126,132,132,Target
data/images/Data3/143.bmp,125,125,132,132,Target
data/images/Data3/144.bmp,123,124,129,130,Target
data/images/Data3/145.bmp,122,126,128,131,Target
