101 1  16.650000  2072.896535	7542.839297	 127.896535	127.839297	 1.962814e-010
101 2  17.150000  2072.038136	7542.903688	 127.038136	127.903688	 1.962665e-010
101 3  17.650000  2070.976523	7542.300507	 125.976523	127.300507	 1.962321e-010
101 4  18.150000  2070.085354	7542.149540	 125.085354	127.149540	 1.962754e-010
101 5  18.650000  2069.066909	7541.431738	 124.066909	126.431738	 1.963224e-010
101 6  19.150000  2068.288613	7541.211632	 123.288613	126.211632	 1.962612e-010
101 7  19.650000  2066.998137	7540.864089	 121.998137	125.864089	 1.962439e-010
101 8  20.150000  2066.125630	7540.451502	 121.125630	125.451502	 1.963322e-010
101 9  20.650000  2065.211042	7539.947965	 120.211042	124.947965	 1.963453e-010
101 10  21.150000  2064.436151	7539.825245	 119.436151	124.825245	 1.962349e-010
101 11  21.650000  2063.220518	7539.277818	 118.220518	124.277818	 1.963041e-010
101 12  22.150000  2062.184404	7538.703560	 117.184404	123.703560	 1.962728e-010
101 13  22.650000  2061.499950	7538.801245	 116.499950	123.801245	 1.962486e-010
101 14  23.150000  2060.334869	7538.441896	 115.334869	123.441896	 1.962848e-010
101 15  23.650000  2059.312396	7538.126909	 114.312396	123.126909	 1.962906e-010
101 16  24.150000  2058.598551	7537.681332	 113.598551	122.681332	 1.963424e-010
101 17  24.650000  2057.638973	7537.312132	 112.638973	122.312132	 1.963059e-010
101 18  25.150000  2056.845400	7537.159104	 111.845400	122.159104	 1.963117e-010
101 19  25.650000  2055.795165	7536.365803	 110.795165	121.365803	 1.962921e-010
101 20  26.150000  2054.885240	7536.119048	 109.885240	121.119048	 1.963198e-010
101 21  26.650000  2053.894353	7535.505094	 108.894353	120.505094	 1.962868e-010
101 22  27.150000  2052.547223	7535.708911	 107.547223	120.708911	 1.962652e-010
101 23  27.650000  2052.158332	7535.148089	 107.158332	120.148089	 1.963229e-010
101 24  28.150000  2050.789574	7534.691589	 105.789574	119.691589	 1.963134e-010
101 25  28.650000  2050.302668	7534.467128	 105.302668	119.467128	 1.963415e-010
101 26  29.150000  2049.018456	7533.941851	 104.018456	118.941851	 1.963337e-010
101 27  29.650000  2048.523151	7533.660531	 103.523151	118.660531	 1.963163e-010
101 28  30.150000  2047.349043	7533.197767	 102.349043	118.197767	 1.963097e-010
101 29  30.650000  2046.261725	7532.934393	 101.261725	117.934393	 1.962860e-010
101 30  31.150000  2045.438238	7532.369181	 100.438238	117.369181	 1.963353e-010
101 31  31.650000  2044.169129	7532.140662	 99.169129	117.140662	 1.963738e-010
101 32  32.150000  2043.345781	7531.767594	 98.345781	116.767594	 1.963521e-010
101 33  32.650000  2042.639039	7531.182188	 97.639039	116.182188	 1.963624e-010
101 34  33.150000  2041.508145	7530.846678	 96.508145	115.846678	 1.963549e-010
101 35  33.650000  2040.750191	7530.919616	 95.750191	115.919616	 1.963324e-010
101 36  34.150000  2039.554377	7530.174265	 94.554377	115.174265	 1.963253e-010
101 37  34.650000  2038.670209	7530.092290	 93.670209	115.092290	 1.963345e-010
101 38  35.150000  2037.956402	7529.322748	 92.956402	114.322748	 1.963671e-010
101 39  35.650000  2036.690803	7529.020896	 91.690803	114.020896	 1.963743e-010
101 40  36.150000  2036.199564	7528.608690	 91.199564	113.608690	 1.963513e-010
101 41  36.650000  2035.229096	7528.437747	 90.229096	113.437747	 1.963277e-010
101 42  37.150000  2034.288304	7528.028749	 89.288304	113.028749	 1.963651e-010
101 43  37.650000  2033.233548	7527.562697	 88.233548	112.562697	 1.963625e-010
101 44  38.150000  2031.997619	7527.367092	 86.997619	112.367092	 1.963171e-010
101 45  38.650000  2031.574027	7526.638442	 86.574027	111.638442	 1.963282e-010
101 46  39.150000  2030.547044	7526.534776	 85.547044	111.534776	 1.963902e-010
101 47  39.650000  2029.563782	7525.959680	 84.563782	110.959680	 1.963968e-010
101 48  40.150000  2028.495835	7525.707285	 83.495835	110.707285	 1.963457e-010
101 49  40.650000  2027.388500	7525.231466	 82.388500	110.231466	 1.963570e-010
101 50  41.150000  2026.675536	7524.629320	 81.675536	109.629320	 1.963291e-010
101 51  41.650000  2025.941632	7524.459070	 80.941632	109.459070	 1.963707e-010
101 52  42.150000  2025.136315	7524.331156	 80.136315	109.331156	 1.963702e-010
101 53  42.650000  2024.111041	7523.698710	 79.111041	108.698710	 1.963594e-010
101 54  43.150000  2023.004738	7523.462276	 78.004738	108.462276	 1.964061e-010
101 55  43.650000  2021.879129	7523.076001	 76.879129	108.076001	 1.963894e-010
101 56  44.150000  2021.372970	7522.619761	 76.372970	107.619761	 1.964322e-010
101 57  44.650000  2020.471515	7522.240571	 75.471515	107.240571	 1.964129e-010
101 58  45.150000  2019.108362	7521.774339	 74.108362	106.774339	 1.964099e-010
101 59  45.650000  2018.519967	7521.514062	 73.519967	106.514062	 1.963901e-010
101 60  46.150000  2017.928995	7521.086680	 72.928995	106.086680	 1.964097e-010
101 61  46.650000  2017.001745	7520.689776	 72.001745	105.689776	 1.963645e-010
101 62  47.150000  2015.828546	7520.262973	 70.828546	105.262973	 1.964502e-010
101 63  47.650000  2014.848061	7519.929124	 69.848061	104.929124	 1.963708e-010
101 64  48.150000  2013.929543	7519.397598	 68.929543	104.397598	 1.964260e-010
101 65  48.650000  2013.064617	7519.031889	 68.064617	104.031889	 1.963920e-010
101 66  49.150000  2011.831653	7518.861900	 66.831653	103.861900	 1.964146e-010
101 67  49.650000  2011.106394	7518.504770	 66.106394	103.504770	 1.964063e-010
101 68  50.150000  2010.143101	7518.001179	 65.143101	103.001179	 1.963898e-010
101 69  50.650000  2009.076534	7517.623027	 64.076534	102.623027	 1.963976e-010
101 70  51.150000  2008.723992	7517.272482	 63.723992	102.272482	 1.964084e-010
101 71  51.650000  2007.780751	7517.135054	 128.780751	129.135054	 1.904031e-010
101 72  52.150000  2006.734063	7516.381015	 127.734063	128.381015	 1.903620e-010
101 73  52.650000  2005.924169	7516.089699	 126.924169	128.089699	 1.903257e-010
101 74  53.150000  2004.898613	7515.761903	 125.898613	127.761903	 1.903557e-010
101 75  53.650000  2004.142918	7515.142851	 125.142918	127.142851	 1.904079e-010
101 76  54.150000  2003.080172	7514.575338	 124.080172	126.575338	 1.903826e-010
101 77  54.650000  2002.168249	7514.659177	 123.168249	126.659177	 1.904930e-010
101 78  55.150000  2001.447584	7514.305811	 122.447584	126.305811	 1.904750e-010
101 79  55.650000  2000.470220	7513.532028	 121.470220	125.532028	 1.904885e-010
101 80  56.150000  1999.808587	7513.147405	 120.808587	125.147405	 1.904820e-010
101 81  56.650000  1998.564501	7512.567039	 119.564501	124.567039	 1.905321e-010
101 82  57.150000  1997.778488	7512.497343	 118.778488	124.497343	 1.904851e-010
101 83  57.650000  1997.182846	7512.119317	 118.182846	124.119317	 1.905059e-010
101 84  58.150000  1995.666735	7511.717731	 116.666735	123.717731	 1.904810e-010
101 85  58.650000  1995.236878	7511.266322	 116.236878	123.266322	 1.905533e-010
101 86  59.150000  1994.242850	7510.799393	 115.242850	122.799393	 1.905913e-010
101 87  59.650000  1993.378836	7510.325511	 114.378836	122.325511	 1.905424e-010
