0,1,2,3,4,5
data/images/Data12/1.bmp,127,126,131,130,Target
data/images/Data12/2.bmp,124,126,129,131,Target
data/images/Data12/3.bmp,123,126,129,130,Target
data/images/Data12/4.bmp,122,125,128,130,Target
data/images/Data12/5.bmp,120,124,125,130,Target
data/images/Data12/6.bmp,119,125,124,131,Target
data/images/Data12/7.bmp,117,124,123,129,Target
data/images/Data12/8.bmp,116,124,121,130,Target
data/images/Data12/9.bmp,115,124,120,129,Target
data/images/Data12/10.bmp,113,124,118,129,Target
data/images/Data12/11.bmp,113,124,117,128,Target
data/images/Data12/12.bmp,111,124,115,128,Target
data/images/Data12/13.bmp,109,124,114,128,Target
data/images/Data12/14.bmp,109,124,113,128,Target
data/images/Data12/15.bmp,106,123,111,128,Target
data/images/Data12/16.bmp,104,124,110,129,Target
data/images/Data12/17.bmp,103,122,110,128,Target
data/images/Data12/18.bmp,103,121,109,126,Target
data/images/Data12/19.bmp,100,122,106,128,Target
data/images/Data12/20.bmp,98,122,105,129,Target
data/images/Data12/21.bmp,98,123,103,128,Target
data/images/Data12/22.bmp,97,121,102,127,Target
data/images/Data12/23.bmp,96,121,102,127,Target
data/images/Data12/24.bmp,94,121,100,126,Target
data/images/Data12/25.bmp,92,122,97,126,Target
data/images/Data12/26.bmp,91,120,98,125,Target
data/images/Data12/27.bmp,89,121,95,126,Target
data/images/Data12/28.bmp,90,121,94,126,Target
data/images/Data12/29.bmp,88,120,94,124,Target
data/images/Data12/30.bmp,85,121,90,126,Target
data/images/Data12/31.bmp,85,118,91,124,Target
data/images/Data12/32.bmp,83,120,88,125,Target
data/images/Data12/33.bmp,81,118,86,124,Target
data/images/Data12/34.bmp,81,119,85,124,Target
data/images/Data12/35.bmp,80,119,84,124,Target
data/images/Data12/36.bmp,78,118,84,124,Target
data/images/Data12/37.bmp,76,119,82,124,Target
data/images/Data12/38.bmp,75,117,81,123,Target
data/images/Data12/39.bmp,73,119,78,124,Target
data/images/Data12/40.bmp,72,118,77,124,Target
data/images/Data12/41.bmp,71,116,76,121,Target
data/images/Data12/42.bmp,70,117,75,121,Target
data/images/Data12/43.bmp,68,116,73,121,Target
data/images/Data12/44.bmp,67,119,72,124,Target
data/images/Data12/45.bmp,66,117,71,122,Target
data/images/Data12/46.bmp,64,117,69,121,Target
data/images/Data12/47.bmp,62,117,67,122,Target
data/images/Data12/48.bmp,62,117,68,122,Target
data/images/Data12/49.bmp,59,115,64,121,Target
